Date,AAPL,JNJ,JPM,MSFT,SPY,TSLA,XOM
7/16/2020,-0.01230499,0.006677501,0.002807643,-0.019803792,-0.003293655,-0.029346504,-0.007842253
7/17/2020,-0.002020338,0.000670054,-0.018498212,-0.005100258,0.002899387,0.000133305,-0.017163655
7/20/2020,0.021074077,0.001674013,-0.008761013,0.042981211,0.008081361,0.094720288,-0.023437461
7/21/2020,-0.013801691,0.000935977,0.021685107,-0.013468815,0.002127652,-0.045429074,0.050588521
7/22/2020,0.002809172,0.001802972,-0.007242601,0.014371131,0.005692178,0.015283477,-0.023292613
7/23/2020,-0.045516527,-0.002666396,0.002938502,-0.043494679,-0.011931672,-0.049776153,0.002064163
7/24/2020,-0.002477185,-0.009959331,-0.007072024,-0.006122128,-0.00644041,-0.063493394,-0.006178603
7/27/2020,0.023700258,-0.006345985,-0.014041852,0.012667544,0.007292544,0.086520806,0.014736293
7/28/2020,-0.0164273,-0.002378355,0.004334555,-0.008977305,-0.006342443,-0.040991123,-0.011799584
7/29/2020,0.019168022,-0.001974974,0.02425001,0.010098111,0.01229855,0.015320072,0.011021996
7/30/2020,0.012100278,0.002047213,-0.026685275,-0.00078419,-0.00356804,-0.007751257,-0.049057475
7/31/2020,0.104688956,-0.007354872,-0.003916949,0.005443955,0.007902326,-0.038138048,0.005015355
8/3/2020,0.0251974,0.010908178,-0.005587808,0.056241043,0.006952234,0.037909893,0.004040113
8/4/2020,0.006678123,-0.000881947,-0.005723301,-0.015008516,0.003862832,0.001346781,0.028875791
8/5/2020,0.003624693,0.008015057,0.017373336,-0.001641106,0.006210704,-0.001331501,0.008741452
8/6/2020,0.034889192,-0.005727897,0.000308258,0.016013889,0.006684347,0.003070674,-0.004789006
8/7/2020,-0.022735732,0.007116382,0.022007669,-0.017887885,0.000718214,-0.024751945,-0.004583159
8/10/2020,0.014534871,-0.003836061,0.012678534,-0.019907441,0.002988959,-0.023500915,0.024631834
8/11/2020,-0.029739948,-0.007160828,0.031597829,-0.023385443,-0.00825501,-0.031144061,0.010334991
8/12/2020,0.033234306,0.018303436,-0.008476179,0.028567067,0.013942607,0.131236395,-0.000226626
8/13/2020,0.017697636,-0.011091783,-0.005537016,-0.002342073,-0.001807859,0.04260465,-0.024495692
8/14/2020,-0.000891331,0.001621565,0.000390438,0.000957982,2.97E-05,0.018328197,0.004417728
8/17/2020,-0.002610596,0.005059096,-0.026364463,0.006606315,0.0031763,0.112030582,-0.012963208
8/18/2020,0.008332701,0.007383335,-0.013940351,0.00575425,0.002160648,0.028028374,-0.004924721
8/19/2020,0.001254679,0.001998791,0.002339281,-0.006067083,-0.004163725,-0.004536059,-0.01107706
8/20/2020,0.022189596,0.006848591,-0.011973717,0.023271452,0.00311347,0.065636437,-0.015252581
8/21/2020,0.051532361,0.008849549,-0.000513497,-0.007269963,0.003547278,0.024052927,-0.007502773
8/24/2020,0.011960384,0.002635978,0.02815452,0.003144927,0.010133517,-0.017453806,0.029505202
8/25/2020,-0.008203702,-0.000591268,0.004397257,0.013009645,0.003499182,0.004537751,-0.031738187
8/26/2020,0.013599163,0.001578079,-0.014029756,0.021619764,0.010025768,0.064166192,-0.021282116
8/27/2020,-0.011954531,0.004465179,0.032899443,0.024553489,0.002186404,0.039746079,-0.006748227
8/28/2020,-0.001619926,0.004314,0.004103658,0.010283121,0.006459282,-0.011323299,0.023905222
8/31/2020,0.033912052,-0.001496701,-0.025104655,-0.014765535,-0.003622458,0.125689055,-0.018431696
9/1/2020,0.039832556,-0.012319895,-0.000499221,0.007715211,0.009418404,-0.046696908,-0.01276917
9/2/2020,-0.020718434,0.01524496,0.015079223,0.019272126,0.014464339,-0.058267565,-0.006086903
9/3/2020,-0.080060676,-0.027822745,-0.003148252,-0.061946947,-0.034414503,-0.090238492,-0.002041455
9/4/2020,0.000661819,-0.00641922,0.021612441,-0.014035641,-0.008164514,0.027813247,-0.00076681
9/8/2020,-0.067294963,-0.008950576,-0.034775775,-0.054095887,-0.027322765,-0.210628243,-0.023029757
9/9/2020,0.039886424,0.016569192,0.009507545,0.042583681,0.019747156,0.109233494,-0.006024231
9/10/2020,-0.032645601,-0.018637298,-0.010310104,-0.028018414,-0.017363719,0.013814583,-0.025032833
9/11/2020,-0.013128895,0.005921912,0.012420972,-0.006524619,0.00050905,0.003716263,-0.002702777
9/14/2020,0.029999699,0.003857289,0.013851832,0.006763544,0.013171321,0.125831771,-0.006504048
9/15/2020,0.001560637,0.003640169,-0.031131058,0.016406139,0.005052409,0.071826851,-0.010638427
9/16/2020,-0.029513717,-0.003291245,0.004230375,-0.017865537,-0.00396877,-0.017787298,0.042459776
9/17/2020,-0.015963746,-0.008288556,-0.011434534,-0.010436468,-0.008795425,-0.041493125,-0.000264776
9/18/2020,-0.031719905,0.01365758,-0.002130414,-0.012419366,-0.011512384,0.044210418,-0.016137595
9/21/2020,0.030325801,-0.027349354,-0.030910216,0.010729114,-0.011129782,0.016374512,-0.02043558
9/22/2020,0.015715773,-0.006133814,-0.010911741,0.024094042,0.010184822,-0.055986947,-0.024704865
9/23/2020,-0.041946181,0.001595068,-0.01622965,-0.032928304,-0.023191293,-0.103410907,-0.032085424
9/24/2020,0.010268782,0.001592466,-0.000862824,0.012961721,0.002665542,0.019534146,-0.002035707
9/25/2020,0.037516192,0.006843134,0.008741441,0.022786552,0.016166931,0.050413851,0.009323985
9/28/2020,0.023868864,0.009954757,0.028779565,0.007795266,0.016609344,0.034025594,0.019342022
9/29/2020,-0.007567737,-0.000339783,-0.008423735,-0.010408798,-0.005445895,-0.005056919,-0.029170288
9/30/2020,0.015075776,0.012375835,0.009648681,0.014812289,0.00758179,0.02371912,0.001458793
10/1/2020,0.008462159,-0.010478414,0.007271565,0.010126965,0.006419899,0.044637749,-0.034955171
10/2/2020,-0.032280283,-0.007330876,0.009487485,-0.02951143,-0.009494189,-0.073790692,-0.004527488
10/5/2020,0.03079104,0.013607477,0.021136475,0.020321258,0.017732839,0.025512532,0.023044169
10/6/2020,-0.028669427,-0.013289925,-0.01029927,-0.02124747,-0.014215821,-0.027485394,-0.010373336
10/7/2020,0.016966996,0.011076069,0.017445318,0.019037668,0.017406493,0.027344297,0.003294381
10/8/2020,-0.000955788,0.00683015,0.020555507,0.003573971,0.008862749,0.001457783,0.052537025
10/9/2020,0.017395995,0.013969858,-0.005698644,0.024836224,0.008929962,0.018970775,-0.014747244
10/12/2020,0.063520395,0.005762715,0.012253174,0.025902457,0.016087363,0.019124395,-0.003166501
10/13/2020,-0.026527454,-0.022918902,-0.016204533,0.006594436,-0.006525577,0.009834933,-0.011839527
10/14/2020,0.000743365,-0.001752252,-0.005556659,-0.00897437,-0.006283654,0.032799718,-0.002045609
10/15/2020,-0.003960822,-0.006145038,0.014966895,-0.005433122,-0.001235611,-0.026923907,0.008785087
10/16/2020,-0.014000662,0.006183033,-0.002064394,0,-0.00060437,-0.02051768,-0.010159895
10/19/2020,-0.025541693,-0.025523289,-0.01684562,-0.024765681,-0.01520345,-0.020106014,-0.019941403
10/20/2020,0.013191952,0.001593418,0.005711419,0.002007424,0.004005604,-0.020634588,0.008378231
10/21/2020,-0.005446125,-0.004289158,-0.009963107,0.000698714,-0.001893019,0.001659033,-0.016023751
10/22/2020,-0.009583649,0.007990482,0.035322554,0.000418935,0.00548547,0.007453065,0.051266618
10/23/2020,-0.006133785,0.00110273,0.00903966,0.006235716,0.003395444,-0.012118552,-0.02008039
10/26/2020,8.70E-05,-0.008744313,-0.024756789,-0.028441789,-0.018480066,-0.0008321,-0.023711786
10/27/2020,0.013472306,-0.005695834,-0.018866043,0.015089373,-0.003447764,0.01046916,-0.01589231
10/28/2020,-0.046312347,-0.033461388,-0.02808811,-0.049566075,-0.034178758,-0.043938975,-0.038086448
10/29/2020,0.037050513,-0.00845607,0.006525667,0.010064737,0.010163466,0.011846701,0.044346131
10/30/2020,-0.056017897,-0.000583173,0.008953322,-0.010990173,-0.010425,-0.055473052,-0.010615967
11/2/2020,-0.000827019,0.011523535,0.022542018,-0.000691469,0.011208717,0.032135827,0.041999086
11/3/2020,0.015353517,-0.001369927,0.031521028,0.020263709,0.017655832,0.058400617,-0.017064026
11/4/2020,0.040836722,0.006497994,-0.030557814,0.048248919,0.02234951,-0.006888485,-0.005387613
11/5/2020,0.035493732,0.002582674,0.040897407,0.031886897,0.019502436,0.040643301,-0.001805647
11/6/2020,-0.001135991,0.017816262,-0.013320269,0.001925523,-0.000228435,-0.018580656,-0.01175761
11/9/2020,-0.019967977,0.026924388,0.135392334,-0.023824391,0.012565576,-0.020211658,0.126601732
11/10/2020,-0.003009041,0.015060233,-0.003250941,-0.033792698,-0.001466272,-0.025874743,0.022185237
11/11/2020,0.030352463,-0.003237402,-0.014932813,0.026254807,0.007428452,0.01649772,-0.010309561
11/12/2020,-0.002343319,0.003383244,-0.012284329,-0.005125855,-0.009700965,-0.012873746,-0.034265057
11/13/2020,0.000419771,0.010788897,0.006262618,0.0049665,0.013844844,-0.007917146,0.024126956
11/16/2020,0.008720247,0.006337695,0.028225715,0.003325605,0.012482084,-0.001003718,0.057649626
11/17/2020,-0.007564311,-0.009943741,-0.010144677,-0.012751485,-0.005378204,0.082138793,0.01336494
11/18/2020,-0.011391252,-0.01325758,-0.007406875,-0.013183746,-0.012034709,0.101967759,-0.037755279
11/19/2020,0.005168244,-0.001560623,0.002689755,0.006348342,0.004210175,0.025953518,0.005106103
