player_name,team,age,games_played,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,fg_pct,three_pt_pct,ft_pct,plus_minus,production_score,salary,is_rotation_player,salary_millions,production_per_million
Brandon Clarke,MEM,28,64,18.9,8.3,5.1,1,0.8,0.6,0.6,0.621,0.059,0.701,2.8,18.12,12500000,TRUE,12.5,1.45
Shai Gilgeous-Alexander,OKC,26,76,34.2,32.7,5,6.4,1.7,1,2.4,0.519,0.375,0.898,12.1,51.3,35859950,TRUE,35.85995,1.43
Cole Anthony,MEM,25,67,18.4,9.4,3,2.9,0.7,0.5,1.5,0.424,0.353,0.823,-0.2,18.25,12900000,TRUE,12.9,1.41
RJ Barrett,TOR,25,58,32.2,21.1,6.3,5.4,0.8,0.3,2.9,0.468,0.35,0.63,-2.4,36.06,25794643,TRUE,25.794643,1.4
Richaun Holmes,WAS,31,31,17.2,7.4,5.7,1.4,0.3,0.7,0.7,0.647,0,0.833,-1.2,17.64,12648321,FALSE,12.648321,1.39
Klay Thompson,DAL,35,72,27.3,14,3.4,2,0.7,0.4,1.2,0.412,0.391,0.905,-1.1,22.08,15873016,TRUE,15.873016,1.39
Jaren Jackson Jr.,MEM,25,74,29.8,22.2,5.6,2,1.2,1.5,2.1,0.488,0.375,0.781,4.5,35.22,25257798,TRUE,25.257798,1.39
Jett Howard,ORL,21,60,11.7,4.5,1.2,0.7,0.2,0.2,0.6,0.374,0.296,0.696,-1.4,7.19,5278320,FALSE,5.27832,1.36
Caris LeVert,ATL,30,64,24.9,12.1,3.2,3.4,0.9,0.5,1.2,0.467,0.373,0.71,4,22.64,16615384,TRUE,16.615384,1.36
Rob Dillingham,MIN,20,49,10.5,4.5,1,2,0.4,0,1.1,0.441,0.338,0.533,0.4,8.4,6262920,FALSE,6.26292,1.34
Rui Hachimura,LAL,27,59,31.7,13.1,5,1.4,0.8,0.4,0.8,0.509,0.413,0.77,2.7,22.8,17000000,TRUE,17,1.34
Jayson Tatum,BOS,27,72,36.4,26.8,8.7,6,1.1,0.5,2.9,0.452,0.343,0.814,7.4,46.54,34848340,TRUE,34.84834,1.34
Cameron Johnson,BKN,29,57,31.6,18.8,4.3,3.4,0.9,0.4,1.7,0.475,0.39,0.893,-3.5,29.96,22500000,TRUE,22.5,1.33
Jock Landale,HOU,29,42,11.9,4.8,3.3,0.9,0.3,0.2,0.5,0.533,0.423,0.675,-0.6,10.61,8000000,FALSE,8,1.33
Miles Bridges,CHA,27,64,31.7,20.3,7.5,3.9,0.7,0.7,2.1,0.431,0.313,0.87,-4,35.85,27173913,TRUE,27.173913,1.32
Terance Mann,ATL,28,67,21.1,7.7,3,1.8,0.7,0.2,0.7,0.496,0.368,0.691,-1.4,15.1,11423077,TRUE,11.423077,1.32
Jaden Springer,UTA,22,43,8.5,2.5,1.3,0.8,0.6,0.1,0.4,0.389,0.25,0.711,-0.7,6.26,4772772,FALSE,4.772772,1.31
D'Angelo Russell,BKN,29,58,25.5,12.6,2.8,5.1,1,0.4,1.9,0.39,0.314,0.834,0,24.51,18692307,TRUE,18.692307,1.31
Tyler Herro,MIA,25,77,35.4,23.9,5.2,5.5,0.9,0.2,2.6,0.472,0.375,0.878,1.3,37.99,29000000,TRUE,29,1.31
Max Strus,CLE,29,50,25.5,9.4,4.3,3.2,0.5,0.2,1.1,0.442,0.386,0.824,4.4,19.66,15212068,TRUE,15.212068,1.29
James Harden,LAC,35,79,35.3,22.8,5.8,8.7,1.5,0.7,4.3,0.41,0.352,0.874,4.4,42.91,33653846,TRUE,33.653846,1.28
Isaiah Joe,OKC,25,74,21.7,10.2,2.6,1.6,0.6,0.1,0.5,0.44,0.412,0.821,7.4,16.62,12991650,TRUE,12.99165,1.28
Jarred Vanderbilt,LAL,26,36,16.1,4.1,5.1,1.1,1,0.3,0.8,0.488,0.281,0.556,1,13.67,10714286,FALSE,10.714286,1.28
Dejounte Murray,NOP,28,31,32.6,17.5,6.5,7.4,2,0.4,3.4,0.393,0.299,0.823,-6.7,37.8,29517135,FALSE,29.517135,1.28
John Collins,UTA,27,40,30.5,19,8.2,2,1,1,2.6,0.527,0.399,0.848,-0.4,33.24,26580000,TRUE,26.58,1.25
Jevon Carter,CHI,29,36,8.9,4.3,1.1,1.1,0.4,0.1,0.3,0.377,0.333,0.8,1,7.97,6500000,FALSE,6.5,1.23
Pat Connaughton,MIL,32,41,14.7,5.3,2.7,1.7,0.2,0.3,0.6,0.469,0.321,0.774,-0.3,11.49,9423869,FALSE,9.423869,1.22
Luguentz Dort,OKC,26,71,29.2,10.1,4.1,1.6,1.1,0.5,0.7,0.435,0.412,0.717,7.7,19.92,16500000,TRUE,16.5,1.21
Mikal Bridges,NYK,28,82,37,17.6,3.2,3.7,0.9,0.5,1.6,0.5,0.354,0.814,4.1,28.19,23300000,TRUE,23.3,1.21
Isaac Okoro,CLE,24,55,19.1,6.1,2.4,1.2,0.6,0.3,0.4,0.464,0.371,0.717,4.6,12.18,10185186,TRUE,10.185186,1.2
Isaiah Stewart,DET,24,72,19.9,6,5.5,1.7,0.4,1.4,0.9,0.559,0.321,0.759,0.1,17.85,15000000,TRUE,15,1.19
LaMelo Ball,CHA,23,47,32,25.2,4.9,7.4,1.1,0.3,3.6,0.405,0.339,0.843,-2.8,41.38,35147000,TRUE,35.147,1.18
Tyrese Maxey,PHI,24,52,37.7,26.3,3.3,6.1,1.8,0.4,2.4,0.437,0.337,0.879,-2.4,41.41,35147000,TRUE,35.147,1.18
Grayson Allen,PHX,29,64,24.1,10.6,3,2.1,0.8,0.3,1.2,0.448,0.426,0.816,-1.2,18.35,15625000,TRUE,15.625,1.17
Mitchell Robinson,NYK,27,17,17.1,5.1,5.9,0.8,0.9,1.1,0.6,0.661,0,0.684,1.4,16.78,14318182,FALSE,14.318182,1.17
Dorian Finney-Smith,LAL,32,63,28.9,8.7,3.9,1.4,0.9,0.4,0.9,0.448,0.411,0.667,4.9,17.18,14924167,TRUE,14.924167,1.15
Zion Williamson,NOP,24,30,28.6,24.6,7.2,5.3,1.2,0.9,3,0.567,0.231,0.656,-1.4,42.39,36725670,FALSE,36.72567,1.15
Anfernee Simons,POR,26,70,32.7,19.3,2.7,4.8,0.9,0.1,2,0.426,0.363,0.902,-3.1,29.74,25892857,TRUE,25.892857,1.15
Giannis Antetokounmpo,MIL,30,67,34.2,30.4,11.9,6.5,0.9,1.2,3.1,0.601,0.222,0.617,5,55.53,48787676,TRUE,48.787676,1.14
Keldon Johnson,SAS,25,77,23.9,12.7,4.8,1.6,0.6,0.3,1,0.482,0.318,0.773,-2.8,21.66,19000000,TRUE,19,1.14
Josh Green,CHA,24,68,27.8,7.4,2.5,1.6,1.1,0.2,1,0.428,0.391,0.681,-5.4,14.4,12654321,TRUE,12.654321,1.14
De'Aaron Fox,SAS,27,62,36.1,23.5,4.8,6.3,1.5,0.4,2.8,0.463,0.31,0.827,-1.1,39.71,34848340,TRUE,34.84834,1.14
De'Andre Hunter,CLE,27,64,27.2,17,4,1.4,0.8,0.2,1.3,0.47,0.405,0.846,1.4,24.6,21696429,TRUE,21.696429,1.13
Harrison Barnes,SAS,33,82,27.2,12.3,3.8,1.7,0.5,0.2,0.6,0.508,0.433,0.809,-0.3,20.21,18000000,TRUE,18,1.12
Draymond Green,GSW,35,68,29.2,9,6.1,5.6,1.5,1,2.6,0.424,0.325,0.687,4,27.12,24107143,TRUE,24.107143,1.12
Jae'Sean Tate,HOU,29,52,11.3,3.6,2.3,0.9,0.5,0.1,0.4,0.473,0.348,0.681,1,8.51,7565217,FALSE,7.565217,1.12
Anthony Davis,DAL,32,51,33.4,24.7,11.6,3.5,1.2,2.2,2.2,0.516,0.282,0.775,0.5,48.47,43219440,TRUE,43.21944,1.12
Aaron Gordon,DEN,29,51,28.4,14.7,4.8,3.2,0.5,0.3,1.4,0.531,0.436,0.81,5.9,25.46,22841455,TRUE,22.841455,1.11
Brook Lopez,MIL,37,80,31.8,13,5,1.8,0.6,1.9,1.1,0.509,0.373,0.826,1.7,25.6,23000000,TRUE,23,1.11
Andrew Wiggins,MIA,30,60,30.7,18,4.5,2.6,1,0.8,1.7,0.448,0.374,0.763,-1.7,29.2,26276786,TRUE,26.276786,1.11
Jaden McDaniels,MIN,24,82,31.9,12.2,5.7,2,1.3,0.9,1.2,0.477,0.33,0.813,2.1,25.24,23017242,TRUE,23.017242,1.1
Jeff Green,HOU,38,32,12.4,5.4,1.8,0.6,0.2,0.1,0.3,0.504,0.367,0.808,-1.2,8.76,8000000,FALSE,8,1.1
Kevin Huerter,CHI,26,69,24.3,9.9,3,2.3,1,0.3,1,0.425,0.338,0.714,1.5,18.55,16830357,TRUE,16.830357,1.1
Bam Adebayo,MIA,27,78,34.3,18.1,9.6,4.3,1.3,0.7,2.1,0.485,0.357,0.765,0.3,37.97,34848340,TRUE,34.84834,1.09
Domantas Sabonis,SAC,29,70,34.7,19.1,13.9,6,0.7,0.4,2.9,0.59,0.417,0.754,2.1,44.08,40500000,TRUE,40.5,1.09
Donovan Mitchell,CLE,28,71,31.4,24,4.5,5,1.3,0.2,2.1,0.443,0.368,0.823,7.4,37.8,35410310,TRUE,35.41031,1.07
Isaiah Hartenstein,OKC,27,57,27.9,11.2,10.7,3.8,0.8,1.1,1.7,0.581,0,0.675,7.3,31.84,30000000,TRUE,30,1.06
Jordan Poole,WAS,26,68,29.4,20.5,3,4.5,1.3,0.4,3,0.432,0.378,0.883,-8.2,31.25,29651786,TRUE,29.651786,1.05
Steven Adams,HOU,31,58,13.7,3.9,5.6,1.1,0.4,0.5,0.9,0.545,0,0.462,3,13.17,12600000,FALSE,12.6,1.05
Clint Capela,ATL,31,55,21.4,8.9,8.5,1.1,0.6,1,0.9,0.559,0,0.536,-1.4,23.05,22265280,TRUE,22.26528,1.04
Ja Morant,MEM,25,50,30.4,23.2,4.1,7.3,1.2,0.2,3.7,0.454,0.309,0.824,4.5,38.17,36725670,TRUE,36.72567,1.04
Desmond Bane,ORL,27,69,32,19.2,6.1,5.3,1.2,0.4,2.4,0.484,0.392,0.894,2.1,35.27,34005250,TRUE,34.00525,1.04
Tobias Harris,DET,32,73,31.6,13.7,5.9,2.2,1,0.8,1.2,0.477,0.345,0.861,2.6,26.48,25365854,TRUE,25.365854,1.04
Tim Hardaway Jr.,DET,33,77,28,11,2.4,1.6,0.5,0.1,0.6,0.406,0.368,0.855,0.3,16.88,16193183,TRUE,16.193183,1.04
Malcolm Brogdon,WAS,32,24,23.5,12.7,3.8,4.1,0.5,0.2,1.6,0.433,0.286,0.88,-5,23.21,22500000,FALSE,22.5,1.03
Jamal Murray,DEN,28,67,36.1,21.4,3.9,6,1.4,0.5,2.1,0.474,0.393,0.886,4.9,36.78,36016200,TRUE,36.0162,1.02
Gabe Vincent,LAL,29,72,21.2,6.4,1.3,1.4,0.7,0.2,0.6,0.4,0.353,0.714,0.7,11.26,11000000,TRUE,11,1.02
Julius Randle,MIN,30,69,32.3,18.7,7.1,4.7,0.7,0.2,2.8,0.485,0.344,0.806,2.4,33.27,33073920,TRUE,33.07392,1.01
Kyle Kuzma,MIL,29,65,29.8,14.8,5.7,2.3,0.6,0.3,2.2,0.436,0.307,0.634,-6.4,24.69,24456061,TRUE,24.456061,1.01
Trae Young,ATL,26,76,36,24.2,3.1,11.6,1.2,0.2,4.7,0.411,0.34,0.875,0.4,43.42,43031940,TRUE,43.03194,1.01
Brandon Ingram,TOR,27,18,33.1,22.2,5.6,5.2,0.9,0.6,3.8,0.465,0.374,0.855,-7.1,35.92,36016200,FALSE,36.0162,1
Dillon Brooks,HOU,29,75,31.8,14,3.7,1.7,0.8,0.2,1,0.429,0.397,0.818,2.8,21.99,22255493,TRUE,22.255493,0.99
Anthony Edwards,MIN,23,79,36.3,27.6,5.7,4.5,1.2,0.6,3.2,0.447,0.395,0.837,3.7,41.59,42176400,TRUE,42.1764,0.99
Patrick Williams,CHI,23,63,25,9,3.8,2,0.8,0.5,1.4,0.397,0.353,0.723,-2.9,17.76,18000000,TRUE,18,0.99
Johnny Davis,WAS,23,34,7.1,2.4,1.1,0.3,0.4,0.2,0.2,0.41,0.241,0.6,-0.8,5.17,5291160,FALSE,5.29116,0.98
CJ McCollum,NOP,33,56,32.7,21.1,3.8,4.1,0.8,0.4,1.9,0.444,0.373,0.717,-5,32.31,33333333,TRUE,33.333333,0.97
Kyrie Irving,DAL,33,50,36.1,24.7,4.8,4.6,1.3,0.5,2.2,0.473,0.401,0.916,2.5,38.76,41000000,TRUE,41,0.95
Reed Sheppard,HOU,21,52,12.6,4.4,1.5,1.4,0.7,0.3,0.7,0.351,0.338,0.813,-1,9.6,10098960,FALSE,10.09896,0.95
Nic Claxton,BKN,26,70,26.9,10.3,7.4,2.2,0.9,1.4,1.2,0.563,0.238,0.513,-7.1,25.88,27556817,TRUE,27.556817,0.94
Devin Vassell,SAS,24,64,31,16.3,4,2.9,1.3,0.5,1.4,0.443,0.368,0.792,-4.1,27.65,29347826,TRUE,29.347826,0.94
Darius Garland,CLE,25,75,30.7,20.6,2.9,6.7,1.2,0.1,2.5,0.472,0.401,0.878,6.7,34.23,36725670,TRUE,36.72567,0.93
Tyrese Haliburton,IND,25,73,33.6,18.6,3.5,9.2,1.4,0.7,1.6,0.473,0.388,0.851,3,39.2,42176400,TRUE,42.1764,0.93
LeBron James,LAL,40,70,34.9,24.4,7.8,8.2,1,0.6,3.7,0.513,0.376,0.782,-0.8,45.56,48728845,TRUE,48.728845,0.93
Karl-Anthony Towns,NYK,29,72,35,24.4,12.8,3.1,1,0.7,2.7,0.526,0.42,0.829,5.3,45.11,49205800,TRUE,49.2058,0.92
Immanuel Quickley,TOR,26,33,27.8,17.1,3.5,5.8,0.7,0.1,1.8,0.42,0.378,0.867,-1.2,29.8,32500000,FALSE,32.5,0.92
Zach Collins,CHI,27,64,15.3,6.4,4.5,1.7,0.5,0.5,0.9,0.507,0.302,0.885,-0.5,15.45,16741200,TRUE,16.7412,0.92
Deandre Ayton,POR,26,40,30.1,14.4,10.2,1.6,0.8,1,1.7,0.566,0.188,0.667,-4.1,30.94,34005126,TRUE,34.005126,0.91
Lonzo Ball,CHI,27,35,22.2,7.6,3.4,3.3,1.3,0.5,1.2,0.366,0.344,0.815,2.9,19.03,21395348,FALSE,21.395348,0.89
Gary Harris,ORL,30,48,14.8,3,1.3,0.6,0.5,0.3,0.4,0.383,0.356,0.583,1.8,6.66,7500000,FALSE,7.5,0.89
James Johnson,IND,38,12,3.1,0.7,0.5,0.3,0,0.2,0.3,0.364,0,0,-0.8,1.85,2087519,FALSE,2.087519,0.89
Duncan Robinson,MIA,31,74,24.1,11,2.3,2.4,0.5,0.1,1.2,0.437,0.393,0.887,0.9,17.36,19406000,TRUE,19.406,0.89
Zeke Nnaji,DEN,24,57,10.7,3.2,1.6,0.4,0.4,0.7,0.2,0.496,0.327,0.614,-0.4,7.72,8888889,FALSE,8.888889,0.87
Marcus Smart,WAS,31,34,20,9,2.1,3.2,1.1,0.3,1.6,0.393,0.348,0.761,1.2,17.52,20210284,FALSE,20.210284,0.87
Michael Porter Jr.,DEN,27,77,33.7,18.2,7,2.1,0.6,0.5,1.4,0.504,0.395,0.768,3.4,30.55,35859950,TRUE,35.85995,0.85
Damian Lillard,MIL,34,58,36.1,24.9,4.7,7.1,1.2,0.2,2.8,0.448,0.376,0.921,0.9,41.19,48787676,TRUE,48.787676,0.84
Maxi Kleber,LAL,33,34,18.7,3,2.8,1.3,0.3,0.5,0.7,0.385,0.265,0.762,-0.5,9.21,11000000,FALSE,11,0.84
Pascal Siakam,IND,31,78,32.7,20.2,6.9,3.4,0.9,0.5,1.4,0.519,0.389,0.734,4,34.98,42176400,TRUE,42.1764,0.83
OG Anunoby,NYK,27,74,36.6,18,4.8,2.2,1.5,0.9,1.4,0.476,0.372,0.81,4.1,30.46,36637932,TRUE,36.637932,0.83
Devin Booker,PHX,28,75,37.3,25.6,4.1,7.1,0.9,0.2,2.9,0.461,0.332,0.894,-2.4,40.47,49205800,TRUE,49.2058,0.82
Jerami Grant,POR,31,47,32.4,14.4,3.5,2.1,0.9,1,1.4,0.373,0.365,0.849,-4.3,24.15,29793104,TRUE,29.793104,0.81
Jrue Holiday,BOS,35,62,30.6,11.1,4.3,3.9,1.1,0.4,1.2,0.443,0.353,0.909,5.5,23.91,30000000,TRUE,30,0.8
Kevin Durant,PHX,36,62,36.5,26.6,6,4.2,0.8,1.2,3.1,0.527,0.43,0.839,-0.6,41,51179021,TRUE,51.179021,0.8
Joel Embiid,PHI,31,19,30.2,23.8,8.2,4.5,0.7,0.9,3.3,0.444,0.299,0.882,-3,40.29,51415938,FALSE,51.415938,0.78
Terry Rozier,MIA,31,64,25.9,10.6,3.7,2.6,0.6,0.2,1.2,0.391,0.295,0.852,-2.2,19.34,24924126,TRUE,24.924126,0.78
Zach LaVine,SAC,30,74,35.2,23.3,4.3,4.2,0.8,0.2,2.8,0.511,0.446,0.825,-0.9,33.96,44531940,TRUE,44.53194,0.76
Khris Middleton,WAS,33,37,22.8,11.9,3.7,4.1,0.9,0.2,1.5,0.475,0.361,0.857,1.1,23.19,31000000,FALSE,31,0.75
Bruce Brown,NOP,28,41,22.5,8.3,4,2,0.8,0.2,1,0.421,0.333,0.815,-5.5,17.1,23000000,TRUE,23,0.74
Jaylen Brown,BOS,28,63,34.3,22.2,5.8,4.5,1.2,0.3,2.6,0.463,0.324,0.764,6.4,36.31,49205800,TRUE,49.2058,0.74
Kentavious Caldwell-Pope,MEM,32,77,29.6,8.7,2.2,1.8,1.3,0.4,0.8,0.439,0.342,0.863,0.1,16.64,22757000,TRUE,22.757,0.73
Kawhi Leonard,LAC,34,37,31.9,21.5,5.9,3.1,1.6,0.5,1.9,0.498,0.411,0.81,8,35.53,49205800,FALSE,49.2058,0.72
Marvin Bagley III,MEM,26,31,8.6,4.4,2.7,0.4,0.3,0.3,0.4,0.519,0.158,0.657,-0.3,9.04,12500000,FALSE,12.5,0.72
Chris Duarte,CHI,28,17,4.4,2.1,1.2,0.5,0,0,0.1,0.462,0.4,0.75,0.7,4.19,5893768,FALSE,5.893768,0.71
Rudy Gobert,MIN,33,72,33.2,12,10.9,1.8,0.8,1.4,1.2,0.669,0,0.674,4.5,30.98,43827586,TRUE,43.827586,0.71
Stephen Curry,GSW,37,70,32.2,24.5,4.4,6,1.1,0.4,2.9,0.448,0.397,0.933,4.3,38.88,55761216,TRUE,55.761216,0.7
Fred VanVleet,HOU,31,60,35.2,14.1,3.7,5.6,1.6,0.4,1.5,0.378,0.345,0.81,4.4,29.44,42846615,TRUE,42.846615,0.69
Lauri Markkanen,UTA,28,47,31.4,19,5.9,1.5,0.7,0.4,1.4,0.423,0.346,0.876,-4,29.13,42176400,TRUE,42.1764,0.69
Paul George,PHI,35,41,32.5,16.2,5.3,4.3,1.8,0.5,2.6,0.43,0.358,0.814,-2,31.01,49205800,TRUE,49.2058,0.63
Jonathan Isaac,ORL,27,71,15.4,5.4,4.4,0.6,0.9,1.1,0.5,0.414,0.258,0.682,-0.5,15.08,25000000,TRUE,25,0.6
P.J. Tucker,NYK,40,3,19.3,3,2.7,0,0.3,0.3,0.3,0.429,0.5,0,-7.3,7.14,12025777,FALSE,12.025777,0.59
Bradley Beal,PHX,32,53,32.1,17,3.3,3.7,1.1,0.5,1.9,0.497,0.386,0.803,-5.2,27.81,50203930,TRUE,50.20393,0.55
Ben Simmons,LAC,28,51,22,5,4.7,5.6,0.7,0.5,2,0.52,0,0.727,-1.1,19.44,40011909,TRUE,40.011909,0.49
Jalen McDaniels,SAC,27,4,1.8,0,0,0.3,0.3,0,0,0,0,0,-0.3,1.05,4861772,FALSE,4.861772,0.22
